---
# FILENAME: New Recording 14.txt
---
# Transcript for New Recording 14.m4a
# Language: ru, prob=1.00

[   0.00 -    2.32] Сказывал, да, получается, такие вещи.
[   3.56 -    7.72] То есть вроде бы 4 дня мало, 5 дней, окей.
[   7.72 -   10.76] Но все время зарегулированные 5 дней.
[  11.76 -   12.92] Тоже не окей.
[  13.40 -   15.96] То есть надо отдавать какой-то...
[  16.76 -   17.92] Какие-то дырки.
[  18.76 -   20.44] Но как-то так мы с ней решили.
[  21.84 -   23.12] Это первое.
[  23.12 -   23.96] Второе.
[  25.16 -   26.56] Мы поднимаем цены.
[  27.28 -   28.28] И посмотрим.
[  29.24 -   30.96] Что из этого получится.
[  31.72 -   33.84] И мы решили поднять цену.
[  36.00 -   37.80] Включая поездку.
[  37.80 -   39.80] Туда будет входить поездка.
[  39.80 -   40.96] Колбавра Алто.
[  42.12 -   43.64] 1550.
[  48.00 -   48.84] Посмотрим.
[  48.84 -   51.64] Потому что сейчас, все, кто едет,
[  51.64 -   56.08] они уже, либо люди, как мы с тобой говорили, состоятельные.
[  56.08 -   57.84] Либо что-то еще, но еще посмотрим.
[  58.84 -   60.04] Нет так нет.
[  62.60 -   63.72] Третий момент.
[  63.72 -   68.72] У нас примерно сложилось, очень кратко, конечно, бесподробностей.
[  71.64 -   73.96] Как мы будем ходить.
[  77.64 -   80.00] Тема остается, как я тебе говорила, да?
[  80.84 -   81.84] Ардыко.
[  81.84 -   96.87] Конечно, написала мне.
[  96.87 -   98.87] Первый день 15 октября.
[  98.87 -   99.87] Правой берег.
[ 101.70 -  103.22] Дынье Легор.
[3007.19 - 3011.94] Слушай, у меня есть вопрос.
[3011.94 - 3013.94] Мне кажется, важный реальный в сторону.
[3013.94 - 3015.94] Он тебе может сейчас не показаться таким, но...
[3015.94 - 3017.94] Поварил, пожалуйста, смотри.
[3017.94 - 3019.94] Вот с этими поездками,
[3019.94 - 3021.94] понятно, что мы сталкиваемся с огромным порогом входа,
[3021.94 - 3023.94] мы это обсуждали много раз.
[3023.94 - 3025.94] Если в Москве что-либо,
[3027.94 - 3029.94] что можно посваивать.
[3029.94 - 3031.94] Конечно есть.
[3031.94 - 3033.94] Да фига, но здесь конкуренция невероятная.
[3033.94 - 3035.94] Хотел мне свой...
[3035.94 - 3037.94] Конечно. У меня свои ребята...
[3037.94 - 3039.94] Нет, я бы не боялась с тобой, я бы не боялась с конкуренцией.
[3039.94 - 3041.94] Конечно есть, здесь дофига всего.
[3041.94 - 3043.94] Порог входа совсем другой.
[3043.94 - 3045.94] Так, у меня давно спрашивают, Ольга,
[3045.94 - 3047.94] сделайте 12 экскурсий в Москве,
[3047.94 - 3049.94] в Санкт-Петербурге, в Нижнем.
[3049.94 - 3051.94] В общем, я закинул, мне кажется, это...
[3051.94 - 3053.94] Может, ты меняет нашу жизнь.
[3053.94 - 3057.94] Слушай, это очень-очень давний запрос.
[3057.94 - 3059.94] Мой.
[3059.94 - 3061.94] Ты же понимаешь, какое препятствие сейчас
[3061.94 - 3063.94] делать то, что ты делаешь.
[3063.94 - 3065.94] Какое это нужно каждому делать прожог?
[3065.94 - 3067.94] Ну, там.
[3067.94 - 3069.94] Деньги, виды, etc.
[3069.94 - 3071.94] А вот здесь вдруг есть что-то,
[3071.94 - 3073.94] что можно прямо прожить?
[3073.94 - 3075.94] Какая это я делаю? Ради себя.
[3075.94 - 3077.94] Я понимаю.
[3077.94 - 3079.94] Но вдруг есть что-то ради тебя,
[3079.94 - 3081.94] что ты можешь в долбаной,
[3081.94 - 3083.94] или недолбаной, разной Москве
[3083.94 - 3085.94] найти для себя искренне?
[3085.94 - 3087.94] Конечно есть.
[3087.94 - 3089.94] Тут очень много всего.
[3089.94 - 3091.94] Богатейший совершенно.
[3091.94 - 3093.94] Ну, не богатейший, это не из Тамбул, там, так говоря.
[3093.94 - 3095.94] Да, ну кстати, в Истамбул.
[3095.94 - 3097.94] Вот я хотела...
[3097.94 - 3099.94] Крошик, кстати, там ниже порог.
[3099.94 - 3101.94] Да, я хотела поехать как раз с целью разведки.
[3101.94 - 3103.94] Смотри, моя тема следующая.
[3103.94 - 3105.94] Мне кажется, что нужно подумать,
[3105.94 - 3107.94] прежде всего, про есть ли что-нибудь в Москве,
[3107.94 - 3109.94] что тебя приводит. Да, есть.
[3109.94 - 3111.94] И во-вторых, подумать про точки
[3111.94 - 3113.94] со средним порогом, типа Тамбула.
[3113.94 - 3115.94] И...
[3115.94 - 3120.70] Сербия.
[3120.70 - 3122.70] А что там есть? Что-то что.
[3122.70 - 3124.70] И тебе интересно, и другим интересно.
[3124.70 - 3126.70] Ну, кроме вот этой синокогии.
[3126.70 - 3128.70] Нет, я не знаю.
[3128.70 - 3130.70] Я просто не в теме вообще.
[3130.70 - 3132.70] Я Сербию не понимаю.
[3132.70 - 3134.70] Ну, конечно, не знаешь. Я ее сама долго не знала.
[3134.70 - 3136.70] Это для меня...
[3136.70 - 3138.70] Для меня непонятно, почти мир.
[3138.70 - 3140.70] Это
[3140.70 - 3142.70] удивительный мир, который...
[3142.70 - 3144.70] Понятно, что
[3144.70 - 3146.70] где-то хочу в Англию.
[3146.70 - 3148.70] Прямо в Мирае.
[3148.70 - 3150.70] Сейчас до четырех месяцев.
[3150.70 - 3152.70] Ты не хочешь в Лондон? В Англию?
[3152.70 - 3154.70] Посмотреть, там, походить по этим музее.
[3154.70 - 3156.70] Мы здесь сидим с тобой, считаем каждую тысячу,
[3156.70 - 3158.70] и мы с тобой говорим про Англию.
[3158.70 - 3160.70] О чем речь вообще? Ты вот как мой Макс.
[3160.70 - 3162.70] Нет, скажи, это не...
[3162.70 - 3168.54] это неадекватно.
[3168.54 - 3170.54] Я случайно еще вчера...
[3170.54 - 3172.54] Я вчера когда делал тут VPN,
[3172.54 - 3174.54] мне там еще какой-то...
[3174.54 - 3176.54] Я не хотел подглядывать, я посмотрел.
[3176.54 - 3178.54] Там мало денег.
[3178.54 - 3180.54] Вот, поэтому ну, чего ты, мам?
[3180.54 - 3182.54] Я хочу в Англию.
[3182.54 - 3184.54] Ко Англию мы можем говорить.
[3184.54 - 3186.54] Нет, я много чего хочу. Слушай,
[3186.54 - 3188.54] я бы зря, хочу на Пимерочте.
[3188.54 - 3190.54] Я же как-то поехала в Париж, в Швейцарию в этом году.
[3190.54 - 3192.54] Я считаю, что тебе
[3192.54 - 3194.54] бы съездить в Телевив, посмотреть.
[3194.54 - 3196.54] Да, в Телевив, я хочу очень.
[3196.54 - 3198.54] Телевив более низкий порог,
[3198.54 - 3200.54] чем Париж. Я очень хочу.
[3200.54 - 3202.54] В Телевив проще людей собрать, чем в Париж.
[3202.54 - 3204.54] Да, согласна. Так-то.
[3204.54 - 3206.54] Только сейчас
[3206.54 - 3208.54] большой порог с...
[3208.54 - 3210.54] Боятся, в смысле, за войны?
[3210.54 - 3212.54] Она сейчас прекратится.
[3212.54 - 3214.54] Или, по-тече, уже не изнасилен.
[3214.54 - 3216.54] Даже и не за войны,
[3216.54 - 3218.54] а за вот этой пропалестинской химы.
[3218.54 - 3220.54] А, такая раница,
[3220.54 - 3222.54] как будто туда здание идите, смотрите.
[3222.54 - 3224.54] Просто, типа, не касаться Израиля, в принципе.
[3224.54 - 3226.54] Есть такие люди.
[3226.54 - 3228.54] Все равно, порог все равно будет больше людей,
[3228.54 - 3230.54] чем на Париж, я тебе говорю.
[3230.54 - 3232.54] Да, я знаю это. Послушай,
[3232.54 - 3234.54] для того, чтобы мне туда приглашать людей,
[3234.54 - 3236.54] я должна там побывать.
[3236.54 - 3238.54] Сама. Ты ж понимаешь?
[3238.54 - 3240.54] Первый раз типа без? Конечно.
[3240.54 - 3242.54] Первый раз я должна побывать без.
[3242.54 - 3244.54] Я должна своими глазами,
[3244.54 - 3246.54] для того, чтобы увидеть изюминку.
[3246.54 - 3248.54] Я понял.
[3248.54 - 3250.54] Там у меня, кстати, есть коллега прекрасная.
[3250.54 - 3252.54] Как насчет заработать
[3252.54 - 3254.54] на московских экскурсиях
[3254.54 - 3256.54] и дальше продвинуться в это?
[3256.54 - 3258.54] Может вообще это твоя тема,
[3258.54 - 3260.54] эти прогулки, но, правда,
[3260.54 - 3262.54] я не понимаю, как, в смысле ходить все время.
[3262.54 - 3264.54] Потому что, смотри,
[3264.54 - 3266.54] я же, я же, тема чуть...
[3266.54 - 3268.54] Услышь меня тоже. Я тема чуть-чуть знаю.
[3268.54 - 3270.54] Я ездил в
[3270.54 - 3272.54] лагеря Самбатеон много лет подряд.
[3272.54 - 3274.54] Эти лагеря, кроме первого,
[3274.54 - 3276.54] все были
[3276.54 - 3278.54] в путешествиях.
[3278.54 - 3280.54] И они были академические.
[3280.54 - 3282.54] То есть это было изучение всех.
[3282.54 - 3284.54] Мы приезжаем, мы едем по местечкам, например,
[3284.54 - 3286.54] бывшим еврейским.
[3286.54 - 3288.54] Западная Украина, например.
[3288.54 - 3290.54] Да? Куда сейчас нет.
[3290.54 - 3292.54] И там происходит то, что...
[3292.54 - 3294.54] Грубо говоря, происходит у тебя, но не совсем то.
[3294.54 - 3296.54] Там больше в концепции, там какие-то изучения,
[3296.54 - 3298.54] кто здесь жил, там и как это связано с
[3298.54 - 3300.54] текстами, как это связано с общей темой в лагере.
[3300.54 - 3302.54] Я понимаю, ваша тема.
[3302.54 - 3304.54] Да, да, но суть в том, что, грубо говоря, мы это все делали.
[3304.54 - 3306.54] Мне известна, например, логистическая часть.
[3306.54 - 3308.54] Что это такое логистика.
[3308.54 - 3310.54] Ну там, людей покормить, людей то,
[3310.54 - 3312.54] люди мы это не делали, там спать, все прочее.
[3312.54 - 3314.54] То есть я немножко тем чуть-чуть знаю.
[3314.54 - 3316.54] И вот если бы можно было бы с Москвы начать,
[3316.54 - 3318.54] как с какого-то...
[3318.54 - 3320.54] Одно из самых потрясающих интерьеров,
[3320.54 - 3322.54] в общем, я кладу в том,
